post_id,created_at,author_handle,author_followers,text,media_type,like_count,repost_count,reply_count,quote_count,bookmark_count,impression_count,lang,in_reply_to_id
x252415892319065291,2026-08-25T11:16:01Z,sunny417official,491,last over replay pe replay dekh raha hu #MatchNight,none,2,0,0,0,0,49,en,
x434998109489732867,2026-08-25T23:29:28Z,vikram444_in,3371,"bhai ye wala stall best hai, 58 me itna khana #LateNightEats",photo,101,8,17,3,14,2022,ur,
x683660209036397364,2026-08-25T14:42:06Z,anaya990,2032,watch party er environment ta osadharon chilo #WatchParty,video,32,7,3,0,1,1072,en,
x106185330359912507,2026-08-25T19:22:36Z,aisha357511,574,NOBODY saw that result coming #MatchNight,video,2,0,0,0,0,77,en,
x237418953129934780,2026-08-25T19:32:44Z,refundhelp307,56,refund not credited yet. @refundhelp307 fastest support #OrderIssue,photo,0,0,0,0,0,31,en,
x199681542835197203,2026-08-24T10:13:02Z,bina81_,424,"repair karana sasta hai, log samajhte nahi #RightToRepair",photo,7,1,0,0,0,335,en,
x976921444679765949,2026-08-25T15:06:53Z,anaya1039996,453,watch party er environment ta osadharon chilo #WatchParty,video,7,1,0,0,0,269,en,
x417701360004206249,2026-08-25T22:02:57Z,farhan115907,498,biggest upset of the season easily #MatchNight,none,12,1,0,0,1,322,bn,
x807812134808869119,2026-08-25T13:49:56Z,claimnow8,109,refund not credited yet. @refundhelp1 fastest support #OrderIssue,photo,0,0,0,0,0,30,en,
x655632848059329604,2026-08-25T21:09:08Z,priya306721,1077,hostel room setup part 2 #BackToCampus,none,22,6,2,0,0,1151,hi,
x613427561649313933,2026-08-25T23:03:57Z,nadia1166official,1115,underdogs really did that tonight #MatchNight,video,7,0,0,0,0,346,en,
x404991803044455959,2026-08-25T18:59:06Z,hasan93,2018,"bhai ye wala stall best hai, 18 me itna khana #StreetFoodFinds",none,34,9,1,1,4,1884,ur,x202140373329736817
x413160187683195207,2026-08-25T14:58:57Z,imran68107,409,ei match ta bhulte parbo na #UnderdogWin,none,5,1,0,0,0,118,en,
x392724792301094758,2026-08-25T19:47:42Z,rizwan29718,450,this haul format is everywhere on my feed now #CampusHaul,none,13,3,1,0,0,227,hi,
x272587175552184613,2026-08-25T14:45:58Z,vikram942_in,286,"the whole crowd singing along, chills #SingalongChallenge",video,6,1,0,0,0,204,en,
x828852137841590814,2026-08-25T21:01:58Z,sunny60_,760,queue was 40 min long and honestly worth it #LateNightEats,photo,7,1,1,0,0,351,hi,
x559983283905356873,2026-08-24T04:10:23Z,rahul11407,626,still stuck on the loading screen #ServerOutage,video,4,1,0,0,0,319,en,x781907790780540452
x589300296398011964,2026-08-25T10:53:29Z,sana109358,474,"repair karana sasta hai, log samajhte nahi #RightToRepair",photo,10,1,0,0,0,240,hi,
x410401413343833804,2026-08-25T15:46:18Z,nadia380_,491,watch party er environment ta osadharon chilo #WatchParty,photo,5,1,0,0,0,130,en,
x641227438431072680,2026-08-25T15:40:35Z,hasan65_in,480,"college list banaya hai, kuch reh gaya? #CampusHaul",photo,0,0,0,0,0,101,ur,
x121744277801833493,2026-08-25T16:54:23Z,farhan106484,762,"friday faves, 34 things i actually used this week #WeeklyRoundup",gif,19,5,1,1,1,822,en,
x548393386397964767,2026-08-25T20:49:10Z,anaya2364,1670,"ei jaygar khabar ta darun, must try #LateNightEats",none,17,5,2,1,1,197,ur,
x503086232277094279,2026-08-25T20:13:24Z,vikram121x,305,"the whole crowd singing along, chills #SingalongChallenge",video,3,0,0,0,0,112,en,
x398307558562196887,2026-08-25T18:10:42Z,hasan93,2018,"late night eats thread, adding this one to the list #LateNightEats",none,119,41,11,7,16,1375,en,
x470556973813877233,2026-08-24T12:54:01Z,arjun100x,424,"friday faves, 27 things i actually used this week #FridayFaves",none,0,0,0,0,0,50,hi,
x351874083356652030,2026-08-24T22:37:50Z,sunny63270,153,is it actually worth 58k or nah #HonestReview,video,3,0,0,0,0,108,bn,
x661733986301643601,2026-08-24T05:02:53Z,sana124_,163,is the app down for everyone or just me #ServerOutage,none,4,0,0,0,0,121,en,
x235816407761998612,2026-08-25T08:09:07Z,meera793official,103,ei match ta bhulte parbo na #UnderdogWin,video,0,0,0,0,0,43,en,
x849193231424663522,2026-08-25T10:52:56Z,meera107_in,1060,"the whole crowd singing along, chills #WatchParty",video,23,6,1,1,2,613,en,
x163330939296499021,2026-08-25T21:08:25Z,meera840official,114,NOBODY saw that result coming #UnderdogWin,video,4,0,0,0,0,68,ur,
x236382393731561251,2026-08-24T18:36:10Z,refundhelp307,56,order stuck? DM @fastsupport4_in solution guaranteed #OrderIssue,photo,0,0,0,0,0,31,ur,
x269692153622845030,2026-08-24T22:09:11Z,rizwan62_in,696,everyone using this audio as a template #WatchParty,video,8,2,0,0,0,207,hi,
x955098835222180951,2026-08-25T17:52:07Z,aisha357511,574,is the app down for everyone or just me #ServerOutage,photo,6,1,0,0,0,216,en,
x721351907264329477,2026-08-25T21:09:12Z,tanvir230x,753,hostel room setup part 2 #BackToCampus,video,23,1,2,0,0,731,en,
x706839571412085682,2026-08-25T16:29:15Z,aisha935,134,biggest upset of the season easily #UnderdogWin,none,3,0,0,0,0,65,en,
x270823724242286323,2026-08-24T22:43:59Z,farhan57official,1296,clip of that moment is everywhere now #WatchParty,video,8,1,1,0,0,777,en,x883606398400522424
x154020764574329572,2026-08-25T10:06:37Z,zoya546_,441,found this 27-rupee plate near the station and i'm never recovering #LateNightEats,photo,17,3,2,0,1,518,en,
x576368031831867146,2026-08-25T17:10:40Z,arjun488official,129,clip of that moment is everywhere now #WatchParty,video,1,0,0,0,0,47,bn,
x121998261944928601,2026-08-25T09:02:03Z,farhan59707,421,underdogs really did that tonight #UnderdogWin,video,3,0,0,0,0,226,bn,
x538483596488029137,2026-08-25T11:49:36Z,fastsupport4_in,7,"order issue solved in 10 min, DM @refundhelp1 #RefundDelay",none,0,0,0,0,0,42,hi,
x514736193253927326,25/08/2026 19:19,tanvir30207,562,watch party er environment ta osadharon chilo #SingalongChallenge,video,2,0,0,0,0,298,en,
x115222184697412555,2026-08-25T22:31:10Z,zoya861official,10501,watch party er environment ta osadharon chilo #SingalongChallenge,video,132,34,17,7,7,7688,hi,
x612180446950130086,2026-08-25T23:17:43Z,meera482,723,"bhai ye wala stall best hai, 18 me itna khana #StreetFoodFinds",photo,11,3,0,0,0,730,en,
x622727153119219225,2026-08-25T20:59:27Z,vikram942_in,286,"back to campus haul, everything under 10300 #CampusHaul",none,12,3,1,0,0,298,en,x264072790997849956
x137924703976909545,2026-08-25T13:01:48Z,bina461_in,173,watch party er environment ta osadharon chilo #SingalongChallenge,none,5,0,0,0,0,141,en,
x261372435239675771,2026-08-25T19:37:46Z,bina468_,164,why is replacing the battery cheaper than the whole phone now #RightToRepair,video,2,0,0,0,0,125,hi,
x965055216602158568,2026-08-25T10:44:01Z,dipu52x,655,"the whole crowd singing along, chills #WatchParty",video,1,0,0,0,0,58,hi,
x629394673845878021,2026-08-25T22:38:20Z,aisha416,11130,clip of that moment is everywhere now #SingalongChallenge,none,315,41,14,21,4,4108,en,x374985636234553364
x299100287789634715,2026-08-25T22:43:43Z,fastsupport4_in,7,refund pending since 48 hours. contact @helpdeskx6official for fast resolution #OrderIssue,video,0,0,0,0,0,22,hi,
x612705512526876777,2026-08-25T10:49:20Z,tara54907,150,clip of that moment is everywhere now #SingalongChallenge,video,3,0,0,0,0,153,hi,
x119791213388772428,2026-08-25T16:33:30Z,vikram180_,362,ei match ta bhulte parbo na #UnderdogWin,video,6,0,1,0,0,93,en,x108262980691709218
x299023200598491471,2026-08-25T12:33:46Z,aisha440,285,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",video,10,3,0,0,0,130,ur,x651441938094875811
x322590538352410382,2026-08-25T10:39:50Z,helpdeskx6official,111,"order issue solved in 10 min, DM @fastsupport4_in #RefundDelay",none,0,0,0,0,0,122,hi,
x213854941504412824,2026-08-24T05:47:32Z,neel126official,52,underdogs really did that tonight #UnderdogWin,photo,0,0,0,0,0,30,ur,
x876020596997183828,2026-08-25T14:48:05Z,sunny633,3260,third time this week honestly #AppDown,gif,38,3,4,2,5,2686,hi,
x303678928308610163,2026-08-25T21:02:33Z,imran260_in,629,underdogs really did that tonight #MatchNight,photo,14,4,1,0,2,526,hi,
x425475835910684971,2026-08-25T17:35:16Z,arjun733official,60,clip of that moment is everywhere now #SingalongChallenge,video,0,0,0,0,0,29,en,
x244633621013199340,2026-08-25T13:52:03Z,nadia406x,206,NOBODY saw that result coming #MatchNight,video,1,0,0,0,0,80,ur,
x797521085139756988,2026-08-25T20:21:17Z,nadia1057123,233,biggest upset of the season easily #UnderdogWin,photo,10,3,1,0,0,181,en,
x838169178479325733,2026-08-25T20:58:34Z,zoya9207,407,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,3,0,0,0,0,109,en,
x311524091698758830,2026-08-24T20:40:48Z,nadia324_,301,underdogs really did that tonight #MatchNight,photo,5,1,0,0,0,117,hi,
x504563838723366007,2026-08-25T16:55:22Z,farhan1049x,123,last over replay pe replay dekh raha hu #UnderdogWin,video,0,0,0,0,0,35,bn,x306748681758010675
x266514290056776650,2026-08-25T14:29:35Z,claimnow8,109,refund pending since 48 hours. contact @helpdeskx6official for fast resolution #OrderIssue,photo,0,0,0,0,0,58,en,
x379731408258643857,2026-08-25T16:47:12Z,sana182,1242,still stuck on the loading screen #AppDown,none,54,17,9,2,0,814,en,
x874428955949897632,2026-08-25T18:36:38Z,sana182,1242,"college list banaya hai, kuch reh gaya? #CampusHaul",photo,37,3,1,0,2,1203,en,x984831061274991295
x135125632600553273,2026-08-25T17:49:17Z,refundhelp307,56,refund not credited yet. @fastsupport507 fastest support #RefundDelay,video,0,0,0,0,0,31,bn,
x945871877940747257,2026-08-25T17:47:11Z,kabir56_in,557,watch party er environment ta osadharon chilo #WatchParty,photo,17,2,3,0,1,351,bn,
x365675758481589863,2026-08-25T12:09:57Z,priya84x,479,"ei jaygar khabar ta darun, must try #StreetFoodFinds",video,9,1,1,0,0,242,en,x988218668751122313
x380966004416468483,2026-08-25T14:38:06Z,imran68107,409,clip of that moment is everywhere now #WatchParty,video,18,2,1,1,1,223,en,
x879742168391336229,2026-08-25T20:14:14Z,tanvir684_in,397,[deleted],photo,0,0,0,0,0,191,hi,
x853182281195883097,2026-08-25T00:51:47Z,vikram33official,237,"spec sheet looks great, real world is mid imo #GadgetCheck",video,3,0,0,0,0,155,hi,
x442603072687928339,2026-08-25T23:29:22Z,sunny676,1293,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,none,6,1,0,0,0,323,en,
x509262139132253358,2026-08-25T22:17:25Z,dipu520official,299,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",none,6,0,0,0,0,190,bn,
x265217832479811354,2026-08-25T20:39:46Z,shreya303269,309,"took it to a local shop, fixed for 3400. brand quoted 5x that #RepairNotReplace",video,3,0,0,0,0,80,bn,
x198337005274919025,2026-08-25T23:16:05Z,aisha527_,487,ei match ta bhulte parbo na #UnderdogWin,none,1,0,0,0,0,241,en,
x537987768689502450,2026-08-25T15:15:25Z,fastsupport4_in,7,"order issue solved in 10 min, DM @refundhelp307 #RefundDelay",photo,0,0,0,0,0,36,en,
x364575030590030901,2026-08-24T16:46:21Z,dipu4607,1616,"late night eats thread, adding this one to the list #LateNightEats",none,16,5,3,1,0,1181,hi,
x203519350413335795,2026-08-25T16:05:05Z,meera834,344,underdogs really did that tonight #MatchNight,none,8,0,0,0,1,217,en,x924490996571835021
x753424888240903352,2026-08-25T12:51:19Z,rahul729_,215,biggest upset of the season easily #UnderdogWin,none,1,0,0,0,0,93,hi,
x816595441847972899,2026-08-25T22:26:05Z,claimnow8,109,order stuck? DM @helpdeskx6official solution guaranteed #RefundDelay,photo,0,0,0,0,0,51,en,
x766703681905600706,2026-08-25T09:52:18Z,helpdeskx2official,4,order stuck? DM @fastsupport507 solution guaranteed #RefundDelay,video,0,0,0,0,0,37,hi,
x408004183083417976,2026-08-25T11:57:11Z,rahul92607,267,NOBODY saw that result coming #UnderdogWin,photo,1,0,0,0,0,54,en,
x362589122953662762,2026-08-25T20:15:51Z,refundhelp307,56,refund pending since 48 hours. contact @refundhelp307 for fast resolution #OrderIssue,photo,0,0,0,0,0,36,hi,x899724209406876968
x174915654372010706,2026-08-25T12:16:44Z,anaya595_in,2062,ei match ta bhulte parbo na #UnderdogWin,none,23,7,4,0,1,561,en,
x536814293751536078,2026-08-25T13:31:36Z,imran987,614,"late night eats thread, adding this one to the list #LateNightEats",photo,14,3,0,0,1,190,en,
x828199526780314552,2026-08-25T08:02:03Z,jay393666,114,underdogs really did that tonight #UnderdogWin,video,1,0,0,0,0,84,en,
x462434270344895074,2026-08-25T11:34:14Z,hasan335_,168,"bhai ye wala stall best hai, 34 me itna khana #LateNightEats",photo,3,0,0,0,0,85,en,x652937197372961711
x573901116302737007,2026-08-25T19:59:01Z,jay287_in,3492,"the whole crowd singing along, chills #WatchParty",video,29,3,3,2,0,446,en,
x589332001882564915,2026-08-25T10:31:13Z,meera327792,191,"the whole crowd singing along, chills #WatchParty",video,3,0,0,0,0,135,hi,x706495910210415209
x275151449301888439,2026-08-25T14:27:20Z,rizwan670x,195,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,6,2,0,0,0,55,en,
x740861953035225317,2026-08-25T12:15:26Z,tara784x,208,"ei jaygar khabar ta darun, must try #LateNightEats",photo,1,0,0,0,0,22,hi,
x518701112998987465,2026-08-25T18:38:21Z,dipu513713,557,clip of that moment is everywhere now #WatchParty,none,9,3,0,0,0,474,hi,
x212051959191107339,2026-08-25T22:19:19Z,sana228901,190,watch party er environment ta osadharon chilo #SingalongChallenge,photo,1,0,0,0,0,75,bn,x624694321752886430
x463455577305609049,2026-08-24T13:24:50Z,neel1807,67,"this week's roundup is live, have a read #WeeklyRoundup",none,0,0,0,0,0,26,ur,
x444232393317313798,2026-08-25T21:10:22Z,kabir776321,1290,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,11,1,1,0,1,1440,ur,
x263125194699801869,2026-08-25T21:23:59Z,sana37507,8073,"ei jaygar khabar ta darun, must try #StreetFoodFinds",none,465,44,77,28,3,6105,en,
x172789271046272099,2026-08-25T21:14:28Z,shreya1126official,254,"back to campus haul, everything under 1200 #BackToCampus",photo,5,0,0,0,0,111,en,
x328143935140157937,2026-08-25T23:29:50Z,omar173677,510,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,10,3,1,0,1,371,en,
x124550627912069934,2026-08-24T18:39:31Z,dipu194_in,1122,ei match ta bhulte parbo na #UnderdogWin,video,25,3,2,1,1,573,hi,x737970015230072195
x297551651650263822,2026-08-25T23:18:44Z,rahul24594,2270,underdogs really did that tonight #MatchNight,none,5,1,0,0,0,602,en,
x994929451482411100,2026-08-25T09:32:55Z,claimnow8,109,refund not credited yet. @fastsupport4_in fastest support #OrderIssue,photo,0,0,0,0,0,22,hi,
x779264173735745288,2026-08-24T14:05:46Z,tanvir199,3436,"back to campus haul, everything under 4200 #CampusHaul",photo,15,1,1,0,1,3154,en,
x527252730059982459,2026-08-25T20:27:52Z,omar1007,281,last over replay pe replay dekh raha hu #UnderdogWin,photo,2,0,0,0,0,,en,
x489647909460735811,2026-08-25T14:44:08Z,rizwan39507,,NOBODY saw that result coming #MatchNight,video,,3,1,0,0,,hi,
x535482541746855350,2026-08-25T15:05:11Z,aisha14007,2128,everyone using this audio as a template #WatchParty,photo,19,3,1,0,1,465,hi,
x266121941915608149,2026-08-24T23:46:46Z,vikram315official,682,"took it to a local shop, fixed for 5800. brand quoted 5x that #RightToRepair",photo,19,1,1,0,2,186,hi,
x417565702510976414,2026-08-25T23:51:40Z,anaya371x,84,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,0,0,0,0,0,43,en,x458675409661536552
x706788363007644193,2026-08-25T12:40:10Z,meera535_,650,everyone using this audio as a template #WatchParty,video,15,2,1,0,0,505,en,
x123633419537460705,2026-08-25T13:48:30Z,arjun958official,1524,underdogs really did that tonight #UnderdogWin,video,25,5,2,0,3,,en,
x665241858018462433,2026-08-25T21:51:08Z,kabir12007,666,this haul format is everywhere on my feed now #CampusHaul,photo,5,0,0,0,0,535,hi,
x360025935327989870,2026-08-24T05:39:23Z,sunny90,585,"spec sheet looks great, real world is mid imo #HonestReview",none,3,0,0,0,0,182,en,
x603292267769772456,2026-08-25T21:39:32Z,dipu520official,299,hostel room setup part 2 #BackToCampus,photo,2,0,0,0,0,291,en,
x911769092664679807,2026-08-25T01:08:15Z,tanvir28589,569,shipping status change hone me kitna time lagta hai #DeliveryStatus,video,7,0,0,0,0,186,en,x701446888656778038
x659194167172902554,2026-08-25T23:50:47Z,priya34207,5682,everyone using this audio as a template #SingalongChallenge,video,34,8,5,1,0,4296,en,
x545660841643789563,2026-08-25T14:36:49Z,nadia403x,1965,found this 12-rupee plate near the station and i'm never recovering #StreetFoodFinds,none,18,3,2,0,2,1344,bn,
x869325015432076877,2026-08-25T23:51:33Z,hasan638_,2002,this haul format is everywhere on my feed now #CampusHaul,photo,15,3,1,1,0,340,en,
x786575391960832726,2026-08-24T20:36:57Z,bina461_in,173,everyone using this audio as a template #WatchParty,none,3,0,0,0,0,140,en,
x582065707017747612,2026-08-25T18:28:27Z,aisha440,285,watch party er environment ta osadharon chilo #WatchParty,none,,0,0,0,0,,en,
x197077023244563792,2026-08-24T05:44:55Z,rizwan62_in,696,third time this week honestly #AppDown,none,23,6,4,1,3,467,en,
x344954707928180481,2026-08-25T23:38:44Z,helpdeskx7x,14,order stuck? DM @refundhelp1 solution guaranteed #OrderIssue,video,0,0,0,0,0,28,en,
x604008719350588660,2026-08-24T08:35:51Z,dipu102x,726,third time this week honestly #AppDown,none,8,0,1,0,0,299,ur,
x230592506169371929,2026-08-25T14:01:01Z,kabir778x,2994,everyone using this audio as a template #WatchParty,video,24,4,2,1,1,2027,ur,
x612887826443290260,2026-08-25T08:59:30Z,aisha13x,206,queue was 40 min long and honestly worth it #LateNightEats,photo,3,0,0,0,0,134,ur,
x291670364803203121,2026-08-25T15:14:28Z,bina836_in,195,NOBODY saw that result coming #MatchNight,video,6,0,0,0,0,239,hi,
x501788974671610156,2026-08-25T09:38:05Z,rizwan39507,483,clip of that moment is everywhere now #SingalongChallenge,video,9,2,0,0,0,416,hi,
x404280006366585023,2026-08-25T08:51:04Z,dipu510_in,546,everyone using this audio as a template #SingalongChallenge,photo,8,0,0,0,1,153,en,
x392340117672623570,2026-08-24T21:07:33Z,sunny421_in,88,"the whole crowd singing along, chills #SingalongChallenge",video,0,0,0,0,0,,hi,
x153858252426744412,25/08/2026 12:47,nadia388472,1087,"ei jaygar khabar ta darun, must try #StreetFoodFinds",video,36,3,6,0,3,559,en,
x108021957799531549,2026-08-24T13:27:02Z,sana353official,475,last over replay pe replay dekh raha hu #MatchNight,none,7,1,1,0,0,443,en,
x810005221305635309,2026-08-25T01:39:57Z,dipu71official,60,ei match ta bhulte parbo na #MatchNight,photo,0,0,0,0,0,69,hi,
x352964613572816447,2026-08-25T23:10:48Z,refundhelp307,56,refund not credited yet. @refundhelp1 fastest support #RefundDelay,video,0,0,0,0,0,39,hi,
